sku_id,brand,name,parameters2,price,maprice
41765980721,手机通讯,vivo iQOO 水滴全面屏 超广角AI三摄拍照 高通骁龙855 4G全网通 电竞游戏 智能手机 电光蓝 8GB  128GB,"[""商品名称：vivoiQOO"",""商品编号：41765980721"",""店铺： "",""商品毛重：0.525kg"",""系统：安卓（Android）"",""拍照特点：智能拍照，后置三摄"",""屏幕配置：水滴屏"",""电池容量：4000mAh-5999mAh"",""后置摄像头像素：1200万-1999万"",""热点：人工智能，屏下指纹，人脸识别，快速充电""]",3298.00,4498.00
100000503295,手机通讯,小米8青春版 镜面渐变AI双摄 6GB+64GB 梦幻蓝 骁龙 全网通4G 双卡双待 全面屏拍照游戏智能手机,"[""商品名称：小米小米8青春版"",""商品编号：100000503295"",""商品毛重：420.00g"",""商品产地：中国大陆"",""多卡支持：双卡双待双4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""网络制式：4G LTE全网通"",""4G LTE网络特性：移动4G+"",""热点：快速充电，人工智能"",""前置摄像头像素：无"",""屏幕配置：符合全面屏比例"",""机身颜色：浅蓝色系"",""后置摄像头像素：无"",""老人机配置：智能机（老龄模式）"",""系统：安卓（Android）""]",1499.00,8000.00
100000727128,手机通讯,OPPO K1  光感屏幕指纹 水滴屏拍照手机  6G+64G 梵星蓝 全网通 移动联通电信4G 双卡双待手机,"[""商品名称：OPPOK1"",""商品编号：100000727128"",""商品毛重：400.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""屏幕配置：OLED屏，符合全面屏比例，异形屏"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：1200万-1999万"",""4G LTE网络特性：移动4G+"",""热点：屏下指纹"",""多卡支持：双卡双待单4G"",""前置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""机身颜色：红色系"",""游戏配置：游戏模式"",""机身内存：8GB以下""]",1599.00,109999.00
8656283,手机通讯,小米 8SE 全面屏智能游戏拍照手机  6GB+128GB 灰色 骁龙710处理器 全网通4G 双卡双待,"[""商品名称：小米8SE"",""商品编号：8656283"",""商品毛重：415.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""老人机配置：智能机（老龄模式）"",""网络制式：4G LTE全网通"",""机身颜色：灰色系"",""4G LTE网络特性：VOLTE 4G通话"",""热点：快速充电，人工智能"",""运行内存：6GB"",""前置摄像头像素：2000万及以上"",""多卡支持：双卡双待双4G"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：1200万-1999万"",""机身内存：128GB"",""屏幕配置：符合全面屏比例""]",1699.00,6000.00
100000287117,手机通讯,Apple iPhone XS Max (A2104) 256GB 金色 移动联通电信4G手机 双卡双待,"[""商品名称：AppleiPhone XS Max"",""商品编号：100000287117"",""商品毛重：480.00g"",""商品产地：中国"",""系统：ios系统""]",9999.00,15000.00
100000400130,手机通讯,魅族 16 X 全面屏游戏手机 6GB+64GB 砚墨黑 全网通移动联通电信4G手机 双卡双待,"[""商品名称：魅族 16 X"",""商品编号：100000400130"",""商品毛重：435.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""4G LTE网络特性：其他"",""运行内存：6GB"",""游戏配置：游戏模式"",""屏幕配置：符合全面屏比例"",""电池容量：3000mAh-3999mAh"",""机身颜色：黑色系"",""热点：屏下指纹"",""前置摄像头像素：2000万及以上"",""老人机配置：远程协助"",""网络制式：4G LTE全网通"",""后置摄像头像素：2000万及以上"",""机身内存：64GB"",""多卡支持：双卡双待单4G""]",1698.00,9999.00
8051104,手机通讯,小米 红米6 4GB+64GB 铂银灰 全网通4G手机 双卡双待,"[""商品名称：小米红米6"",""商品编号：8051104"",""商品毛重：270.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""拍照特点：后置双摄像头"",""电池容量：3000mAh-3999mAh"",""运行内存：4GB"",""前置摄像头像素：500万-799万"",""机身厚度：薄（7mm-8.5mm）"",""网络制式：4G LTE全网通"",""后置摄像头像素：1200万-1999万"",""机身内存：64GB"",""多卡支持：双卡双待双4G""]",799.00,6000.00
8264403,手机通讯,小米 红米6A AI美颜 3GB+32GB 流沙金 全网通4G手机 双卡双待,"[""商品名称：小米红米6A"",""商品编号：8264403"",""商品毛重：265.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""网络制式：4G LTE全网通"",""机身厚度：薄（7mm-8.5mm）"",""运行内存：3GB"",""前置摄像头像素：500万-799万"",""多卡支持：双卡双待双4G"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：1200万-1999万"",""机身内存：32GB"",""屏幕配置：符合全面屏比例""]",649.00,6000.00
7437710,手机通讯,小米 红米Redmi Note7Pro AI双摄 6GB+128GB 梦幻蓝 全网通4G 双卡双待 水滴屏拍照游戏手机,"[""商品名称：小米红米Note7 Pro"",""商品编号：7437710"",""商品毛重：400.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""拍照特点：智能拍照，后置双摄像头"",""电池容量：4000mAh-5999mAh"",""运行内存：6GB"",""前置摄像头像素：800万-1599万"",""机身厚度：薄（7mm-8.5mm）"",""后置摄像头像素：2000万及以上"",""机身内存：128GB"",""屏幕配置：水滴屏""]",1599.00,6000.00
100001172674,手机通讯,一加手机6T 8GB+128GB 墨岩黑 光感屏幕指纹 高通骁龙845 全面屏双摄游戏手机 全网通4G 双卡双待,"[""商品名称：一加6T"",""商品编号：100001172674"",""商品毛重：0.55kg"",""商品产地：中国大陆"",""屏幕配置：符合全面屏比例"",""游戏配置：游戏模式"",""系统：安卓（Android）"",""热点：人脸识别，屏下指纹，快速充电""]",3599.00,10000.00
5378643,手机通讯,Meitu 美图M8s 芭比粉 4GB+64GB 自拍 云美化 夜景美化 智能 正品 手机 电影人像 4G全网通,"[""商品名称：美图M8s"",""商品编号：5378643"",""商品毛重：0.71kg"",""商品产地：中国"",""系统：安卓（Android）"",""机身厚度：普通（8.5mm以上）"",""拍照特点：光学变焦，前置闪光灯，智能拍照，前置双摄像头"",""网络制式：4G LTE全网通"",""机身颜色：粉色系"",""热点：快速充电"",""运行内存：4GB"",""前置摄像头像素：800万-1599万"",""4G LTE网络特性：VOLTE 4G通话"",""游戏配置：游戏深度适配/调优"",""后置摄像头像素：2000万及以上"",""机身内存：64GB"",""电池容量：3000mAh-3999mAh""]",999.00,9999.00
6735790,手机通讯,小米MIX2S 全面屏游戏拍照手机 6GB+128GB 黑色 骁龙845处理器 全网通4G 陶瓷手机,"[""商品名称：小米MIX2S"",""商品编号：6735790"",""商品毛重：0.57kg"",""商品产地：中国大陆"",""多卡支持：双卡双待双4G"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：3000mAh-3999mAh"",""机身颜色：黑色系"",""热点：人脸识别，快速充电，无线充电"",""运行内存：6GB"",""前置摄像头像素：500万-799万"",""系统：安卓（Android）"",""屏幕配置：符合全面屏比例"",""后置摄像头像素：1200万-1999万"",""机身内存：128GB"",""网络制式：4G LTE全网通""]",2699.00,5000.00
6737464,手机通讯,华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G手机 双卡双待,"[""商品名称：华为畅享8"",""商品编号：6737464"",""商品毛重：340.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：光学变焦，前置闪光灯，智能拍照，后置双摄像头"",""电池容量：3000mAh-3999mAh"",""机身颜色：金色系"",""热点：人脸识别，人工智能"",""运行内存：4GB"",""前置摄像头像素：800万-1599万"",""老人机配置：智能机（老龄模式）"",""游戏配置：游戏模式"",""后置摄像头像素：1200万-1999万"",""机身内存：64GB"",""屏幕配置：符合全面屏比例""]",1199.00,10000.00
6994622,手机通讯,努比亚 nubia 红魔 全面屏 游戏手机 8GB+128GB 曜石黑 移动联通电信4G手机 双卡双待,"[""商品名称：努比亚红魔"",""商品编号：6994622"",""商品毛重：460.00g"",""商品产地：中国大陆"",""多卡支持：双卡双待单4G"",""机身厚度：普通（8.5mm以上）"",""网络制式：4G LTE全网通"",""屏幕配置：符合全面屏比例"",""4G LTE网络特性：VOLTE 4G通话"",""后置摄像头像素：2000万及以上"",""运行内存：8GB"",""前置摄像头像素：800万-1599万"",""机身颜色：黑色系"",""电池容量：3000mAh-3999mAh"",""游戏配置：游戏模式，ID差异化设计，游戏显示增强，游戏深度适配/调优"",""机身内存：128GB"",""系统：安卓（Android）""]",2499.00,9999.00
8024543,手机通讯,OPPO Find X曲面全景屏 波尔多红 8GB+128GB 全网通 移动联通电信全网通4G 双卡双待手机,"[""商品名称：OPPOFind X"",""商品编号：8024543"",""商品毛重：0.59kg"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：普通（8.5mm以上）"",""拍照特点：光学变焦，智能拍照，后置双摄像头"",""电池容量：3000mAh-3999mAh"",""多卡支持：双卡双待单4G"",""机身颜色：红色系"",""热点：人脸识别，快速充电"",""运行内存：8GB"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""游戏配置：游戏模式"",""屏幕配置：OLED屏，曲面屏，符合全面屏比例""]",4999.00,10999.00
8790545,手机通讯,锤子（smartisan ) 坚果 Pro 2S 6G+64GB 炫光蓝 全面屏双摄 全网通4G手机 双卡双待 游戏手机,"[""商品名称：锤子 坚果 Pro 2S"",""商品编号：8790545"",""商品毛重：450.00g"",""商品产地：中国大陆"",""热点：人脸识别"",""多卡支持：4G以下网络双卡双待"",""网络制式：4G LTE全网通"",""系统：安卓（Android）"",""4G LTE网络特性：VOLTE 4G通话""]",1598.00,9999.00
8928161,手机通讯,360手机 N7 Lite 全网通 6GB+128GB 幻影黑 移动联通电信4G手机 双卡双待 全面屏 游戏手机,"[""商品名称：360N7 Lite"",""商品编号：8928161"",""商品毛重：360.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：智能拍照，后置双摄像头"",""屏幕配置：符合全面屏比例"",""后置摄像头像素：1200万-1999万"",""电池容量：4000mAh-5999mAh"",""多卡支持：双卡双待双4G"",""4G LTE网络特性：VOLTE 4G通话"",""热点：快速充电"",""运行内存：6GB"",""前置摄像头像素：800万-1599万"",""网络制式：4G LTE全网通"",""机身颜色：黑色系"",""游戏配置：游戏模式"",""机身内存：128GB""]",1399.00,9999.00
11794447957,手机通讯,Apple 苹果  iPhone X 全面屏手机 深空灰色 全网通 64GB,"[""商品名称：AppleiPhone X"",""商品编号：11794447957"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：单卡单待"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：光学变焦，后置双摄像头"",""网络制式：4G LTE全网通"",""前置摄像头像素：800万-1599万"",""电池容量：2000mAh-2999mAh"",""热点：无线充电，人脸识别"",""4G LTE网络特性：其他""]",6178.00,11999.00
31545088844,手机通讯,Apple 苹果 iPhone XR 手机 黑色 全网通 128GB,"[""商品名称：Apple苹果xr"",""商品编号：31545088844"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：4G以下网络双卡双待"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：500万-799万"",""系统：ios系统"",""后置摄像头像素：1200万-1999万"",""网络制式：4G LTE全网通"",""热点：快速充电，人脸识别，无线充电"",""4G LTE网络特性：其他""]",5648.00,10199.00
34182462559,手机通讯,OPPO【3期免息】K1 首款千元屏下指纹水滴屏手机 4G+64G版 梵星蓝,"[""商品名称：OPPO【3期免息】K1 首款千元屏下指纹水滴屏手机 4G+64G版 梵星蓝"",""商品编号：34182462559"",""店铺： "",""商品毛重：235.00g"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头，智能拍照"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：其他"",""热点：屏下指纹"",""前置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""后置摄像头像素：1200万-1999万"",""多卡支持：双卡双待单4G"",""屏幕配置：符合全面屏比例""]",1399.00,1699.00
34707755392,手机通讯,OPPO 【限时直降200+6期免息】R17 雾光金 幻色渐变机身屏下指纹解锁手机 6.4英寸手机 雾光金（8+128GB）,"[""商品名称：OPPO 【限时直降200+6期免息】R17 雾光金 幻色渐变机身屏下指纹解锁手机 6.4英寸手机 雾光金（8+128GB）"",""商品编号：34707755392"",""店铺： "",""商品毛重：0.517kg"",""系统：安卓（Android）"",""拍照特点：智能拍照，后置双摄像头"",""网络制式：4G LTE全网通"",""4G LTE网络特性：移动4G+"",""热点：人脸识别，屏下指纹"",""前置摄像头像素：2000万及以上"",""机身厚度：薄（7mm-8.5mm）"",""后置摄像头像素：1200万-1999万"",""多卡支持：双卡双待单4G"",""电池容量：3000mAh-3999mAh""]",2799.00,3499.00
39872565936,手机通讯,华为（HUAWEI） 华为nova4 手机 亮黑色 4800万广角三摄（8G+128G）高配,"[""商品名称：华为（HUAWEI） 华为nova4 手机 亮黑色 4800万广角三摄（8G+128G）高配"",""商品编号：39872565936"",""店铺： "",""商品毛重：0.6kg"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：2000万及以上"",""电池容量：3000mAh-3999mAh"",""后置摄像头像素：2000万及以上""]",3399.10,5999.00
39893740710,手机通讯,华为（HUAWEI）华为nova4 手机 苏音蓝 4800万超广角三摄（8G+128G）,"[""商品名称：华为（HUAWEI）华为nova4 手机 苏音蓝 4800万超广角三摄（8G+128G）"",""商品编号：39893740710"",""店铺： "",""商品毛重：300.00g"",""多卡支持：双卡双待单4G"",""拍照特点：智能拍照，后置双摄像头"",""网络制式：4G LTE全网通"",""热点：快速充电，人工智能，人脸识别"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：2000万及以上"",""游戏配置：游戏音效增强，游戏模式，游戏显示增强，游戏深度适配/调优"",""机身厚度：薄（7mm-8.5mm）"",""屏幕配置：符合全面屏比例""]",3399.00,4999.00
39910065208,手机通讯,华为（HUAWEI） 华为nova4 手机 亮黑色 6期免息 4800万超广角三摄 8GB+128GB,"[""商品名称：华为（HUAWEI）华为nova4"",""商品编号：39910065208"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：4G以下网络双卡双待"",""拍照特点：智能拍照"",""电池容量：3000mAh-3999mAh"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人工智能，人脸识别"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：2000万及以上"",""后置摄像头像素：1200万-1999万"",""屏幕配置：符合全面屏比例"",""游戏配置：游戏模式"",""系统：安卓（Android）"",""网络制式：4G LTE全网通""]",3399.80,4999.00
42700866287,手机通讯,黑鲨游戏手机2 暗影黑 全网通8G+128G 3期免息,"[""商品名称：黑鲨黑鲨2"",""商品编号：42700866287"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：双卡双待单4G"",""拍照特点：后置双摄像头"",""机身厚度：普通（8.5mm以上）"",""后置摄像头像素：2000万及以上"",""电池容量：3000mAh-3999mAh"",""屏幕配置：符合全面屏比例"",""前置摄像头像素：2000万及以上""]",3599.80,9999.00
43139484141,手机通讯,小米 红米Note7 Pro 手机 亮黑色 全网通 6G+128G,"[""商品名称：小米（MI）红米note7pro"",""商品编号：43139484141"",""店铺： "",""商品毛重：0.6kg"",""多卡支持：双卡双待单4G"",""拍照特点：后置双摄像头"",""机身厚度：薄（7mm-8.5mm）"",""后置摄像头像素：2000万及以上"",""电池容量：3000mAh-3999mAh"",""屏幕配置：水滴屏"",""前置摄像头像素：800万-1599万""]",1649.90,9999.00
100002727566,手机通讯,荣耀畅玩8A 6.09英寸珍珠全面屏 震撼大音量 3GB+32GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待,"[""商品名称：华为荣耀畅玩8A"",""商品编号：100002727566"",""商品毛重：315.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""运行内存：3GB"",""前置摄像头像素：800万-1599万"",""后置摄像头像素：1200万-1999万"",""电池容量：3000mAh-3999mAh"",""机身内存：32GB"",""网络制式：4G LTE全网通""]",799.00,9999.00
7635559,手机通讯,华为 HUAWEI 畅享8e青春 2GB+32GB全面屏 黑色 全网通版 移动联通电信4G手机 双卡双待,"[""商品名称：华为畅享8e青春"",""商品编号：7635559"",""商品毛重：310.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""前置摄像头像素：500万-799万"",""屏幕配置：符合全面屏比例"",""运行内存：2GB"",""后置摄像头像素：1200万-1999万"",""机身内存：32GB"",""机身颜色：黑色系""]",649.00,2000.00
41633738201,手机通讯,vivo【新品上市】U1全面屏 AI智慧拍照  双卡双待 4G全网通 大电量智能手机y93 y97 极光红 3GB 32GB,"[""商品名称：vivoU1"",""商品编号：41633738201"",""店铺： "",""商品毛重：360.00g"",""系统：安卓（Android）"",""拍照特点：后置双摄像头，智能拍照"",""机身厚度：薄（7mm-8.5mm）"",""后置摄像头像素：1200万-1999万"",""电池容量：4000mAh-5999mAh"",""屏幕配置：水滴屏"",""前置摄像头像素：800万-1599万""]",799.00,1299.00
4120319,手机通讯,三星 Galaxy S8 4GB+64GB 谜夜黑（SM-G9500）全视曲面屏 虹膜识别  全网通4G 双卡双待,"[""商品名称：三星Galaxy S8"",""商品编号：4120319"",""商品毛重：460.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：光学变焦"",""屏幕配置：曲面屏，符合全面屏比例"",""后置摄像头像素：1200万-1999万"",""电池容量：3000mAh-3999mAh"",""多卡支持：双卡双待单4G"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人脸识别，人工智能，无线充电"",""运行内存：4GB"",""前置摄像头像素：800万-1599万"",""网络制式：4G LTE全网通"",""机身颜色：黑色系"",""游戏配置：游戏模式"",""机身内存：64GB""]",2889.00,12000.00
33378479710,手机通讯,【免息赠7件豪礼】华为mate20 手机 全网通双卡双待 极光色 （6GB+64GB）0首付6期免息+送豪礼,"[""商品名称：【免息赠7件豪礼】华为mate20 手机 全网通双卡双待 极光色 （6GB+64GB）0首付6期免息+送豪礼"",""商品编号：33378479710"",""店铺： "",""商品毛重：300.00g"",""系统：安卓（Android）"",""拍照特点：智能拍照，光学变焦"",""电池容量：4000mAh-5999mAh"",""4G LTE网络特性：其他"",""热点：人脸识别，快速充电，人工智能"",""前置摄像头像素：2000万及以上"",""多卡支持：双卡双待单4G"",""屏幕配置：符合全面屏比例"",""后置摄像头像素：1200万-1999万"",""网络制式：4G LTE全网通"",""机身厚度：薄（7mm-8.5mm）""]",3499.00,19999.00
100000234079,手机通讯,OPPO A5 全面屏拍照手机 3GB+64GB 幻镜蓝 全网通 移动联通电信4G 双卡双待手机,"[""商品名称：OPPOA5"",""商品编号：100000234079"",""商品毛重：380.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""拍照特点：后置双摄像头"",""电池容量：4000mAh-5999mAh"",""机身颜色：深蓝色系"",""4G LTE网络特性：移动4G+"",""热点：人脸识别"",""运行内存：3GB"",""前置摄像头像素：800万-1599万"",""多卡支持：双卡双待单4G"",""网络制式：4G LTE全网通"",""后置摄像头像素：1200万-1999万"",""机身内存：64GB"",""屏幕配置：符合全面屏比例""]",999.00,1399.00
100003622444,手机通讯,魅族 Note9 全面屏游戏拍照手机 4GB+64GB 幻黑 全网通移动联通电信4G手机 双卡双待,"[""商品名称：魅族Note9"",""商品编号：100003622444"",""商品毛重：500.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""拍照特点：智能拍照，后置双摄像头"",""机身内存：64GB"",""后置摄像头像素：2000万及以上"",""电池容量：4000mAh-5999mAh"",""多卡支持：双卡双待双4G"",""4G LTE网络特性：VOLTE 4G通话"",""热点：人工智能，人脸识别"",""运行内存：4GB"",""前置摄像头像素：2000万及以上"",""网络制式：4G LTE全网通"",""机身颜色：黑色系"",""游戏配置：游戏模式"",""老人机配置：智能机（老龄模式）"",""屏幕配置：水滴屏""]",1398.00,9999.00
100000238278,手机通讯,魅族 V8 全面屏手机 3GB+32GB 磨砂黑 全网通移动联通电信4G手机 双卡双待,"[""商品名称：魅族 V8"",""商品编号：100000238278"",""商品毛重：300.00g"",""商品产地：中国大陆"",""系统：安卓（Android）"",""机身厚度：薄（7mm-8.5mm）"",""老人机配置：远程协助"",""后置摄像头像素：1200万-1999万"",""电池容量：3000mAh-3999mAh"",""多卡支持：双卡双待单4G"",""4G LTE网络特性：其他"",""屏幕配置：符合全面屏比例"",""运行内存：3GB"",""前置摄像头像素：500万-799万"",""网络制式：4G LTE全网通"",""机身颜色：黑色系"",""游戏配置：游戏模式"",""机身内存：32GB""]",649.00,9999.00
